Youtube Links
"=HYPERLINK(""https://www.youtube.com/c/OpeninApp"",""https://www.youtube.com/c/OpeninApp"")"
"=HYPERLINK(""https://www.youtube.com/channel/UCT2xzagsBVtStUCA2ulvKmQ"",""https://www.youtube.com/channel/UCT2xzagsBVtStUCA2ulvKmQ"")"
"=HYPERLINK(""https://www.youtube.com/channel/UC9o1F_8M5B1hZ00posMaY0g"",""https://www.youtube.com/channel/UC9o1F_8M5B1hZ00posMaY0g"")"
"=HYPERLINK(""https://www.youtube.com/c/KennedyMugen"",""https://www.youtube.com/c/KennedyMugen"")"
